node_id,node_title,confidence,doc_section,row_label,matched_text,match_reason,verdict_ok
BP.2.7.2,Contradiction Register,low,18. Contradictions and Ambiguities,Productivity tool vs epistemic infrastructure,Contradiction / ambiguity: Productivity tool vs epistemic infrastructure | Evidence on each side: Some workflow value is time-saving; strategic value is trust/auditability. | Why it matters: Determines pricing and buyer. | Required decision or validation: Clarify primary value proposition per segment. | Status: CONTRADICTION,"This content is an identified contradiction between 'productivity tool vs epistemic infrastructure' as competing value propositions, which is precisely the type of internal contradiction that belongs in a contradiction r",
BP.2.7.2,Contradiction Register,low,18. Contradictions and Ambiguities,Diagnostic tool vs epistemic authority,Contradiction / ambiguity: Diagnostic tool vs epistemic authority | Evidence on each side: Product must assess claims; institutions may perceive it as evaluating research quality. | Why it matters: Legitimacy risk. | Required decision or validation: Position as assistance/checking first. | Status: CONTRADICTION,"This content describes a specific contradiction between the product being a diagnostic tool versus an epistemic authority, flagging legitimacy risk and requiring a positioning decision — this is a contradiction entry for",
BP.3.5.1,Conflict Identification,low,18. Contradictions and Ambiguities,Turnitin analogy vs epistemic validity complexity,Contradiction / ambiguity: Turnitin analogy vs epistemic validity complexity | Evidence on each side: Turnitin similarity is observable; epistemic validity is judgement-heavy. | Why it matters: Analogy may mislead investors. | Required decision or validation: Use analogy cautiously and validate category. | Status: CONTRADICTION,"This content is a documented contradiction/ambiguity entry flagging that the Turnitin analogy may mislead investors due to the difference between observable similarity detection and judgement-heavy epistemic validity, wh",
BP.4.2.4,Sizing Assumptions,low,8. Market and Competitive Context,Market-size assumptions,"Item: Market-size assumptions | Confirmed data: Requires data on business schools, journals, publications, submissions, researchers, budgets. | Inference: Bottom-up model needed. | Missing evidence: No verified TAM/SAM/SOM. | Required validation: Database research and triangulation. | Status: MISSING","This content is a status record noting that market-size assumptions (TAM/SAM/SOM inputs like business schools, journals, researchers, budgets) are missing and require a bottom-up model with database research — it directl",
BP.4.4.1,Candidate ICP Definition,high,4.3 ICP Summary,Business schools,ICP: Business schools | High-fit conditions: Research-active; Q1/Q2 publication targets; doctoral/postdoctoral activity; research centers; research reputation pressure; existing research tooling spend. | Exclusion conditions: Teaching-only; low publication activity; no doctoral ecosystem; no research tooling budget. | Status: CONFIRMED as internal ICP hypothesis,"This content defines the ICP type, high-fit conditions, and exclusion conditions for business schools, which is the candidate ICP statement with actor type, context, and qualification boundaries — matching the required o",
BP.4.4.1,Candidate ICP Definition,high,4.3 ICP Summary,Academic journals,ICP: Academic journals | High-fit conditions: Q1/Q2 or recognized field journals; high submission volume; reviewer bottlenecks; rigor concerns; technology readiness. | Exclusion conditions: Predatory/low-rigor journals; volunteer-only with no budget; speed-over-rigor incentives; highly interpretive domains initially. | Status: CONFIRMED as internal ICP hypothesis,"This content defines the Ideal Customer Profile for academic journals including high-fit conditions, exclusion conditions, and hypothesis status — which is the candidate ICP statement with actor type, context, and ICP hy",
BP.4.4.2,ICP Characteristics,low,4.1 User Personas,Doctoral student / DBA candidate,"User persona: Doctoral student / DBA candidate | Need: Pre-submission feedback and claim-level risk detection. | Buying power: Low. | Budget source: Personal, programme, school. | Adoption trigger: Thesis/paper submission. | Procurement barrier: Budget and supervisor approval. | Evidence status: Internal ICP material. | Status: ASSUMPTION","This content is a user persona entry for a doctoral student/DBA candidate with fields covering need, buying power, budget source, adoption trigger, and procurement barrier — which maps to ICP characteristics and qualific",
BP.4.4.5,Beachhead Selection Logic,low,16. Decision Register,Initial focus includes business/management research.,"Decision: Initial focus includes business/management research. | Date/context: Repeated positioning. | Rationale: Bounded domain and founder’s business-school context. | Status: Tentative. | Dependency: ICP, pilot sampling. | Risk if wrong: Wrong beachhead. | Epistemic status: CONFIRMED","This content is a decision register entry recording that the initial focus on business/management research is a tentative but confirmed beachhead/ICP choice, with its rationale being the bounded domain and founder's busi",
BP.4.4.6,ICP Assumptions,low,4.3 ICP Summary,Publishers,ICP: Publishers | High-fit conditions: Research integrity pressure; editorial workflow burden; technology infrastructure. | Exclusion conditions: No innovation budget; inability to integrate; low concern about review consistency. | Status: ASSUMPTION,"This content defines the ICP for Publishers with high-fit conditions and exclusion conditions, and is explicitly labelled as an assumption — matching the ICP assumption register with falsification conditions required by ",
BP.4.4.6,ICP Assumptions,low,4.3 ICP Summary,Research offices,ICP: Research offices | High-fit conditions: Need institutional quality control and auditability. | Exclusion conditions: No mandate or budget for research quality tooling. | Status: ASSUMPTION,"This content defines a candidate ICP for research offices with high-fit conditions, exclusion conditions, and an ASSUMPTION status tag — which is an unvalidated assumption underpinning the ICP definition, matching the IC",
BP.5.1.1,End User Definition,low,4.1 User Personas,Reviewer,User persona: Reviewer | Need: Support for checking claim/evidence/method risks. | Buying power: Low. | Budget source: Journal/publisher. | Adoption trigger: Manuscript review assignment. | Procurement barrier: Journal approval; legitimacy concern. | Evidence status: Pre-JTBD setup. | Status: ASSUMPTION,"This content describes a user persona (Reviewer) with buying power, budget source, adoption trigger, and procurement barrier — attributes that map to buyer/user role definitions in the buying-centre architecture, specifi",
BP.5.2.1,Buying Centre Composition,low,1. Executive Data Snapshot,Primary buyer,"Field: Primary buyer | Extracted data: Research-intensive business schools, doctoral programmes, research offices, journals, publishers, and possibly libraries/research infrastructure functions. | Epistemic status: ASSUMPTION","This content identifies the primary buyer type (research-intensive business schools, doctoral programmes, etc.) as an assumption, which is the kind of actor identification that belongs in the buying-centre composition re",
BP.5.2.1,Buying Centre Composition,low,4.2 Buyer Personas,Managing Editor,Buyer persona: Managing Editor | Need: Operational review efficiency. | Buying power: Medium. | Budget source: Journal operations. | Adoption trigger: Submission volume and delays. | Procurement barrier: Budget and publisher approval. | Evidence status: Pasted journal ICP. | Status: ASSUMPTION,"This content is a buyer persona profile for a Managing Editor, capturing buying power, budget source, procurement barrier, and adoption trigger — structured data that would populate a buying-centre composition or buyer a",
BP.5.2.1,Buying Centre Composition,low,4.2 Buyer Personas,Doctoral Program Director,Buyer persona: Doctoral Program Director | Need: Improve doctoral manuscript quality. | Buying power: Medium. | Budget source: Programme budget. | Adoption trigger: DBA/PhD cohort needs. | Procurement barrier: Budget cycle; proof of usefulness. | Evidence status: Pasted ICP. | Status: ASSUMPTION,"This content describes a buyer persona for a Doctoral Program Director, including their need, buying power, budget source, adoption trigger, and procurement barrier — which is buyer-role profile information belonging to ",
BP.5.2.1,Buying Centre Composition,low,4.2 Buyer Personas,Publisher innovation / integrity team,"Buyer persona: Publisher innovation / integrity team | Need: Scalable integrity and review-support infrastructure. | Buying power: High. | Budget source: Publisher technology/integrity budget. | Adoption trigger: AI-assisted submission risk, review bottlenecks. | Procurement barrier: Security, DPA, integration, validation burden. | Evidence status: Pasted materials. | Status: ASSUMPTION","This content is a buyer persona profile describing a specific buyer type (Publisher innovation/integrity team) with their needs, buying power, budget source, adoption triggers, and procurement barriers — which is structu",
BP.5.2.2,Stakeholder Identification,low,4.1 User Personas,Faculty researcher,"User persona: Faculty researcher | Need: Reviewer-ready manuscript diagnostics. | Buying power: Low/medium individually. | Budget source: Personal, department, research office. | Adoption trigger: Preparing journal submission. | Procurement barrier: May resist AI evaluation; may not pay personally. | Evidence status: Internal ICP material. | Status: ASSUMPTION","This content describes a user persona (faculty researcher) with attributes including buying power, budget source, adoption trigger, and procurement barrier — which maps directly to identifying stakeholders who interact w",
BP.5.2.2,Stakeholder Identification,low,4.1 User Personas,Research assistant,User persona: Research assistant | Need: Claim mapping and literature verification support. | Buying power: Low. | Budget source: Research group. | Adoption trigger: Literature review or manuscript support. | Procurement barrier: Tool access and training. | Evidence status: Inferred from workflow. | Status: INFERRED,"This content describes a user persona with attributes including buying power, budget source, adoption trigger, and procurement barrier — which maps to stakeholder identification within the buying institution, including t",
BP.5.2.6,Buying Centre Assumptions,low,4.1 User Personas,Supervisor,"User persona: Supervisor | Need: Faster diagnosis of student manuscript weaknesses. | Buying power: Medium influence, low direct budget. | Budget source: Doctoral programme or school. | Adoption trigger: Repeated review bottlenecks. | Procurement barrier: Fear of replacing expert judgement. | Evidence status: Prior context. | Status: ASSUMPTION","This content describes a Supervisor user persona with attributes including buying power, budget source, adoption trigger, and procurement barrier — which maps to stakeholder identification and buying-centre composition, ",
BP.5.2.6,Buying Centre Assumptions,low,15. Strategic Assumptions Register,Institutional buyers value auditability.,Assumption: Institutional buyers value auditability. | Type: Buyer | Importance: Critical | Current confidence: Medium-low | Evidence available: Procurement-risk logic. | Evidence missing: Buyer proof. | Validation method: Research office interviews. | Owner: GTM | Priority: Critical | Status: ASSUMPTION,"This content is an unvalidated assumption about institutional buyer behaviour (auditability as a value criterion), with validation method and owner noted — it belongs in a buyer-behaviour assumption register, which match",
BP.5.2.6,Buying Centre Assumptions,high,18. Contradictions and Ambiguities,Researcher user vs institutional buyer,Contradiction / ambiguity: Researcher user vs institutional buyer | Evidence on each side: Researchers feel pain; institutions likely pay. | Why it matters: Adoption does not equal procurement. | Required decision or validation: Map buying committee and budget. | Status: CONTRADICTION,"This content is a flagged contradiction between the researcher (user) and institution (buyer), with a required decision to map the buying committee and budget — which is exactly what the buying-centre composition and sta",
BP.5.3.1,Economic Buyer Identification,low,4.2 Buyer Personas,Associate Dean for Research,"Buyer persona: Associate Dean for Research | Need: Improve publication quality and research reputation. | Buying power: High. | Budget source: School research budget. | Adoption trigger: Publication-quality initiative. | Procurement barrier: Proof of reliability, faculty acceptance. | Evidence status: Pasted ICP. | Status: ASSUMPTION","This content describes a buyer persona (Associate Dean for Research) with attributes including need, buying power, budget source, adoption trigger, and procurement barrier — this maps to economic buyer identification inc",
BP.5.3.1,Economic Buyer Identification,low,4.2 Buyer Personas,Library / Research Infrastructure Director,Buyer persona: Library / Research Infrastructure Director | Need: Research tooling procurement. | Buying power: Medium/high. | Budget source: Library/research infrastructure budget. | Adoption trigger: Demand from researchers/school. | Procurement barrier: Vendor/security review. | Evidence status: Prior and pasted context. | Status: ASSUMPTION,"This content describes a buyer persona for a Library/Research Infrastructure Director, covering buying power, budget source, adoption trigger, and procurement barrier — which maps to economic buyer identification (actor ",
BP.5.4.4,Procurement Blockers,low,4.2 Buyer Personas,CIO / IT / Security,"Buyer persona: CIO / IT / Security | Need: Safe deployment and compliance. | Buying power: Veto power. | Budget source: IT/security budget indirectly. | Adoption trigger: Institutional procurement review. | Procurement barrier: Data security, DPA, DPIA, vendor risk. | Evidence status: Compliance notes. | Status: CONFIRMED","This content describes the CIO/IT/Security buyer persona's procurement barriers (Data security, DPA, DPIA, vendor risk) and buying role (veto power, institutional procurement review trigger), which maps to identifying co",
BP.5.4.4,Procurement Blockers,low,4.2 Buyer Personas,Procurement / legal,"Buyer persona: Procurement / legal | Need: Contractual and data-processing compliance. | Buying power: Veto power. | Budget source: Institutional procurement. | Adoption trigger: Vendor purchase. | Procurement barrier: DPA, data retention, IP, GDPR, AI Act classification. | Evidence status: Compliance notes. | Status: CONFIRMED","This content describes the Procurement/Legal buyer persona's barriers, including DPA, data retention, IP, GDPR, and AI Act classification — which are procurement blockers attributable to a specific actor with veto power,",
BP.5.4.4,Procurement Blockers,high,16. Decision Register,Compliance must be solved before institutional procurement.,Decision: Compliance must be solved before institutional procurement. | Date/context: Compliance notes. | Rationale: GDPR/DPA/security are procurement blockers. | Status: Decided as requirement. | Dependency: Product architecture. | Risk if wrong: Sales blocked. | Epistemic status: CONFIRMED,"This content is a decision register entry stating that GDPR/DPA/security compliance must be resolved before institutional procurement can proceed, identifying compliance as a procurement blocker — which directly maps to ",
BP.5.4.6,Procurement Assumptions,high,8. Market and Competitive Context,Procurement assumptions,Item: Procurement assumptions | Confirmed data: Institutional sales likely slow; DPA/security/validation needed. | Inference: Procurement may block adoption before product value is tested. | Missing evidence: No procurement interviews. | Required validation: 2+ procurement-side interviews minimum. | Status: ASSUMPTION,"This content is a procurement assumption entry with confirmed data, inference, missing evidence, required validation, and status label — matching the required output of a procurement assumption register.",
BP.5.4.6,Procurement Assumptions,high,10. Business Model and Pricing,Procurement constraints,"Item: Procurement constraints | Extracted data: DPA, DPIA, security review, vendor checklist, peer-reviewed accuracy evidence. | Evidence issue: Internally identified; needs legal/procurement validation. | Status: ASSUMPTION","This content lists procurement constraints (DPA, DPIA, security review, vendor checklist, peer-reviewed accuracy evidence) as an internally identified but unvalidated assumption requiring legal/procurement validation — i",
BP.5.4.6,Procurement Assumptions,low,12. Validation and Evidence Requirements,Audit trail satisfies institutions.,Claim to validate: Audit trail satisfies institutions. | Why it matters: Procurement and trust. | Evidence required: Procurement/security feedback. | Possible method: IT/legal review. | Current evidence: Internal requirement only. | Risk if unvalidated: Procurement blocked. | Status: ASSUMPTION,"This content is a validation assumption record stating that audit trail satisfaction by institutions is an unvalidated assumption with procurement/trust implications, required evidence being procurement/security feedback",
BP.5.4.6,Procurement Assumptions,high,15. Strategic Assumptions Register,GDPR can block procurement.,Assumption: GDPR can block procurement. | Type: Legal | Importance: Critical | Current confidence: Medium | Evidence available: Compliance analysis. | Evidence missing: Legal opinion. | Validation method: Legal review. | Owner: Legal | Priority: Critical | Status: ASSUMPTION,"This content is a strategic assumption specifically about GDPR blocking procurement, labelled as an unvalidated procurement-related assumption with a falsification/validation method and owner — it belongs in the procurem",
BP.6.1.5,Discovery Coding Rules,low,6. Product Capabilities and Modules,Interview-to-task/uncertainty extraction,"Capability/module: Interview-to-task/uncertainty extraction | Description: Convert transcripts into tasks, assumptions, uncertainties. | User value: Better customer discovery discipline. | Required input: Interview transcripts. | Output: Insight/task/uncertainty database. | Human verification required?: Yes. | Technical uncertainty: Misclassification and missing nuance. | Validation requirement: Human review of transcript coding. | Status: CONFIRMED","This content describes a specific product capability (interview-to-task/uncertainty extraction) that converts transcripts into tasks and uncertainty databases, which is a coding/interpretation rule for discovery data inc",
BP.6.3.10,Interview Repository,low,7. EpistemicOS Knowledge Architecture,Interview insight database,"Layer: Interview insight database | Purpose: Convert interviews into evidence. | Data contained: Quotes, episodes, pain points, WTP, objections, tasks, uncertainties. | Owner: Human-coded with agent support. | Update rules: Update after each interview. | Verification rules: Preserve native language; no imposed categories. | Risk if poorly maintained: False positives in customer discovery. | Status: CONFIRMED","This content describes a knowledge layer in an interview insight database — its purpose, data types (quotes, pain points, WTP, objections, etc.), owner, update rules, and verification rules — which directly corresponds t",
BP.6.3.4,Adoption Barrier Inventory,high,8. Market and Competitive Context,Adoption-to-procurement gap,Item: Adoption-to-procurement gap | Confirmed data: Researchers may use/like product but not control budget. | Inference: Biggest strategic risk. | Missing evidence: No empirical conversion evidence. | Required validation: Customer discovery and pilot-to-contract funnel. | Status: CONFIRMED,"This content describes the adoption-to-procurement gap as the biggest strategic risk — specifically that researchers use/like the product but don't control budget, with no empirical conversion evidence and a required val",
BP.6.4.5,Value Assumptions,low,5. Value Proposition,Risk-reduction value,"Value layer: Risk-reduction value | Extracted proposition: Reduces unsupported claims, causal overreach, weak inference, and AI-induced epistemic risk. | What must be proven: Evidence that detected risks are meaningful and actionable. | Status: ASSUMPTION","This content describes a specific value layer (risk-reduction) with its extracted proposition, what must be proven, and assumption status — which is a value assumption entry requiring falsification conditions, fitting an",
BP.6.4.5,Value Assumptions,low,15. Strategic Assumptions Register,"Advanced researchers pay for risk containment, not efficiency.","Assumption: Advanced researchers pay for risk containment, not efficiency. | Type: Market | Importance: High | Current confidence: Low | Evidence available: Internal synthesis. | Evidence missing: WTP evidence. | Validation method: Paid pilot tests. | Owner: GTM | Priority: High | Status: ASSUMPTION","This content is an entry in a strategic assumptions register describing an unvalidated market assumption about customer willingness-to-pay for risk containment, with low confidence and missing WTP evidence — this maps to",
BP.6.5.3,Trust Friction Inventory,low,"13. Compliance, Legal, and Risk",Faculty surveillance concern,Risk: Faculty surveillance concern | Product area affected: Institutional adoption. | Severity: High | Evidence available: Internal notes. | Required documentation: Use-policy boundaries. | Open decision: Who sees outputs? | Status: ASSUMPTION,"This content is a risk entry about faculty surveillance concerns affecting institutional adoption, which is a trust friction point creating adoption barriers — best fitting the trust friction inventory node that captures",
BP.6.5.6,Trust Assumptions,high,15. Strategic Assumptions Register,Third-party LLM processing is a critical trust issue.,Assumption: Third-party LLM processing is a critical trust issue. | Type: Technical/legal | Importance: Critical | Current confidence: High | Evidence available: Explicitly raised. | Evidence missing: Architecture decision. | Validation method: CTO/legal review. | Owner: Product/Legal | Priority: Critical | Status: CONFIRMED as unresolved,This content is a single entry from a strategic assumptions register flagging that third-party LLM processing is an unresolved critical trust assumption requiring CTO/legal review — it is an unvalidated assumption about ,
BP.6.5.7,Trust Evidence Requirements,low,5. Value Proposition,Credibility threshold,"Value layer: Credibility threshold | Extracted proposition: Must demonstrate senior-reviewer-level reliability, explainability, and human-review compatibility. | What must be proven: Expert benchmarking and inter-rater studies. | Status: CONFIRMED as needed validation","This content defines a credibility threshold as a value layer, specifying what must be proven (expert benchmarking and inter-rater studies) before reliability and explainability claims can be made — this is a trust evide",
BP.6.5.7,Trust Evidence Requirements,high,17. Open Questions,What reliability evidence is sufficient for institutional trust?,"Question: What reliability evidence is sufficient for institutional trust? | Why it matters: Defines validation architecture. | Who can answer it: Senior reviewers, editors, research offices. | Evidence needed: Expert benchmark requirements. | Impact on business plan: Critical. | Priority: Critical | Status: MISSING","This content is an open question about what reliability evidence is sufficient for institutional trust, which directly maps to defining evidence standards for trust and credibility claims — the exact purpose of BP.6.5.7 ",
BP.7.2.11,DPA Readiness,low,"13. Compliance, Legal, and Risk",GDPR manuscript data handling,"Risk: GDPR manuscript data handling | Product area affected: Manuscript upload/storage/processing. | Severity: Critical | Evidence available: Internal compliance notes. | Required documentation: DPA, lawful basis, retention policy, data subject rights. | Open decision: Processing architecture. | Status: CONFIRMED risk","This content is a confirmed GDPR compliance risk item specifically about manuscript data handling, listing required documentation (DPA, lawful basis, retention policy, data subject rights) and an open decision on process",
BP.7.2.11,DPA Readiness,high,"13. Compliance, Legal, and Risk",DPA requirements,Risk: DPA requirements | Product area affected: Institutional sales. | Severity: Critical | Evidence available: Internal notes. | Required documentation: DPA template. | Open decision: Client/subprocessor structure. | Status: CONFIRMED risk,"This content is a confirmed risk entry about DPA (Data Processing Agreement) requirements affecting institutional sales, referencing an open decision about client/subprocessor structure and a required DPA template — whic",
BP.7.2.15,Privacy Assumptions,low,"13. Compliance, Legal, and Risk",Data transfer,"Risk: Data transfer | Product area affected: Institutional procurement. | Severity: High | Evidence available: Internal notes. | Required documentation: Data residency, transfer mechanism. | Open decision: EU-only processing? | Status: ASSUMPTION","This content is a compliance/legal risk entry about data transfer affecting institutional procurement, with severity, evidence status, required documentation (data residency, transfer mechanism), and an open decision abo",
BP.7.2.2,Subprocessor Governance,low,"13. Compliance, Legal, and Risk",Third-party LLM API use,"Risk: Third-party LLM API use | Product area affected: Processing architecture. | Severity: Critical | Evidence available: Raised as key question. | Required documentation: Subprocessor terms, DPA, data-transfer analysis. | Open decision: Own infra vs third-party API. | Status: MISSING","This content is a risk register entry about third-party LLM API use requiring subprocessor terms, DPA, and data-transfer analysis — directly matching the subprocessor governance node's required output of a subprocessor i",
BP.7.2.3,No-Training / No-Fine-Tuning Policy,high,17. Open Questions,"What manuscript data is stored, retained, or used for training?","Question: What manuscript data is stored, retained, or used for training? | Why it matters: Procurement/legal blocker. | Who can answer it: CTO/legal. | Evidence needed: Data policy. | Impact on business plan: Critical. | Priority: Critical | Status: MISSING",This content is an open question flagging that the no-training/data-use policy for manuscript data is missing and is a critical procurement/legal blocker — which directly maps to the node defining whether customer manusc,
BP.7.3.2,Human Oversight Requirements,high,16. Decision Register,Agent outputs require human approval.,Decision: Agent outputs require human approval. | Date/context: Governance architecture. | Rationale: Prevent hallucination and unsupported investor claims. | Status: Decided. | Dependency: All agentic workflows. | Risk if wrong: AI-generated strategy drift. | Epistemic status: CONFIRMED,"This content is a decision record stating that agent outputs require human approval to prevent hallucination and unsupported investor claims, which directly specifies the human oversight and decision authority requiremen",
BP.7.3.2,Human Oversight Requirements,low,18. Contradictions and Ambiguities,AI automation vs verified epistemic reliability,Contradiction / ambiguity: AI automation vs verified epistemic reliability | Evidence on each side: Agents can produce structured outputs; epistemic truth requires human/expert validation. | Why it matters: Prevents overclaiming. | Required decision or validation: Maintain human approval gates. | Status: CONFIRMED ambiguity,"This content is a documented contradiction/ambiguity about AI automation versus verified epistemic reliability, specifically noting that epistemic truth requires human/expert validation and that human approval gates must",
BP.7.4.1,Audit Logging Architecture,low,"13. Compliance, Legal, and Risk",Auditability,"Risk: Auditability | Product area affected: Trust and procurement. | Severity: Critical | Evidence available: Core product principle. | Required documentation: Provenance logs, version control, human override. | Open decision: Audit architecture. | Status: CONFIRMED","This content describes an auditability risk requiring provenance logs, version control, and human override documentation — which maps directly to the audit logging architecture node defining logging, auditability, tracea",
BP.7.4.12,Confidentiality Risks,high,"13. Compliance, Legal, and Risk",Manuscript confidentiality,"Risk: Manuscript confidentiality | Product area affected: Product/legal trust. | Severity: Critical | Evidence available: Internal notes. | Required documentation: Terms, confidentiality policy, no-training commitment. | Open decision: Retention and training policy. | Status: CONFIRMED risk","This content describes a confirmed risk item specifically about manuscript confidentiality, with required documentation including terms, confidentiality policy, and no-training commitment, and an open decision about rete",
BP.7.5.4,Compliance Blockers,low,"13. Compliance, Legal, and Risk",Journal AI policies,Risk: Journal AI policies | Product area affected: Author/editor adoption. | Severity: High | Evidence available: Internal notes mention major publishers. | Required documentation: Policy mapping and disclosure guidance. | Open decision: Whether use requires disclosure. | Status: UNVERIFIED EXTERNAL CLAIM,"This content is a risk register entry about journal AI policies affecting author/editor adoption, flagging an unverified compliance/disclosure issue — this is a compliance blocker or risk item, best fitting the Complianc",
BP.8.1.3,Competitor Registry,low,8. Market and Competitive Context,Direct competitors,Item: Direct competitors | Confirmed data: Need to identify claim-level or manuscript-level validation tools. | Inference: Direct competitors may be scarce. | Missing evidence: No verified competitor list. | Required validation: Competitive research. | Status: MISSING,"This content is an audit trail entry about direct competitors being missing/unverified, which maps to the Competitor Registry node that governs recording of identified competitors and their status without asserting compl",
BP.8.1.5,Adjacent and Substitute Solutions,high,8. Market and Competitive Context,Adjacent tools,"Item: Adjacent tools | Confirmed data: AI writing tools, academic writing assistants, literature review tools, citation tools, peer-review support, research integrity tools, plagiarism/AI detection, general LLMs. | Inference: Mostly indirect competitors/substitutes. | Missing evidence: Representative companies and feature comparison. | Required validation: Competitive matrix. | Status: CONFIRMED as categories","This content lists categories of adjacent tools (AI writing tools, citation tools, plagiarism detection, etc.) classified as mostly indirect competitors/substitutes, which is exactly what the Adjacent and Substitute Solu",
BP.8.2.2,Manual Alternatives,high,8. Market and Competitive Context,Alternatives/workarounds,"Item: Alternatives/workarounds | Confirmed data: Manual checking, peer review, supervisor review, coauthor feedback, generic AI, literature tools, do nothing. | Inference: Current workaround may be “good enough” in some contexts. | Missing evidence: Cost of workarounds not measured. | Required validation: Interviews and time studies. | Status: CONFIRMED","This content is a structured register entry listing manual/non-technology alternatives and workarounds (manual checking, peer review, supervisor review, etc.) used instead of the product, which is exactly what the Manual",
BP.8.4.5,Differentiation Assumptions,high,5. Value Proposition,Differentiation value,Value layer: Differentiation value | Extracted proposition: Not text generation; research validation/audit layer. | What must be proven: Competitive matrix showing alternatives lack claim-level diagnostics. | Status: ASSUMPTION,"This content is a differentiation claim ('research validation/audit layer, not text generation') with a specific assumption status and what-must-be-proven condition (competitive matrix showing alternatives lack claim-lev",
BP.8.4.5,Differentiation Assumptions,high,8. Market and Competitive Context,Differentiation hypothesis,Item: Differentiation hypothesis | Confirmed data: Claim-level diagnostics + source traceability + inference checking + falsifiability/revision directives. | Inference: Stronger than writing assistant positioning. | Missing evidence: Evidence competitors do not offer this. | Required validation: Feature-level competitor audit. | Status: ASSUMPTION,"This content is a structured record of a differentiation hypothesis with confirmed data, inference, missing evidence, required validation, and assumption status — exactly what BP.8.4.5 requires as an inventory of assumpt",
BP.8.4.7,Differentiation Evidence Requirements,low,12. Validation and Evidence Requirements,Inference checking is valid.,Claim to validate: Inference checking is valid. | Why it matters: Differentiation and trust. | Evidence required: Expert agreement on inference risks. | Possible method: Blind expert review. | Current evidence: Conceptual only. | Risk if unvalidated: Overclaiming system capability. | Status: MISSING,"This content is a validation evidence requirement row for the 'inference checking is valid' claim, explicitly tied to differentiation and trust, with current status MISSING — matching the evidence requirements matrix tha",
BP.8.8.1,Category Definition Risks,high,2. Product Definition,Main category risk,Item: Main category risk | Extracted data: “Epistemic validation software” is differentiated but may be too abstract; “pre-submission manuscript diagnostics” is clearer but may sound narrower. | Epistemic status: INFERRED,This content identifies a risk that the main product category label ('epistemic validation software') may be too abstract while an alternative ('pre-submission manuscript diagnostics') may sound too narrow — this is a ca,
BP.8.8.1,Category Definition Risks,high,8. Market and Competitive Context,Category risk,Item: Category risk | Confirmed data: Too abstract as “epistemic validation”; too narrow as “manuscript readiness.” | Inference: Needs stable hierarchy before TAM. | Missing evidence: Buyer language evidence. | Required validation: Interviews and investor/advisor feedback. | Status: CONFIRMED,"This content is a structured risk audit entry identifying that the current category positioning is neither stable enough as 'epistemic validation' nor focused enough as 'manuscript readiness,' flagging missing buyer lang",
BP.9.1.1,Value Proposition Definition,high,5. Value Proposition,Core value proposition,"Value layer: Core value proposition | Extracted proposition: Reduce avoidable rejection risk and improve reviewer-readiness by diagnosing claim-level weaknesses before submission. | What must be proven: Diagnostic validity, reviewer agreement, user willingness to act on outputs. | Status: ASSUMPTION","This content is a structured entry identifying the core value proposition statement ('Reduce avoidable rejection risk and improve reviewer-readiness by diagnosing claim-level weaknesses before submission'), what must be ",
BP.9.1.1,Value Proposition Definition,low,5. Value Proposition,Functional value,"Value layer: Functional value | Extracted proposition: Extracts claims, maps evidence, checks inference, flags method–claim mismatch, detects citation-support gaps. | What must be proven: Technical accuracy against expert-labelled manuscripts. | Status: CONFIRMED as intended function","This content describes the functional value layer of the product — specifically what EpistemicOS does (extracts claims, maps evidence, checks inference, flags method–claim mismatch, detects citation-support gaps) and wha",
BP.9.1.2,Value Creation Logic,low,5. Value Proposition,Auditability/transparency value,Value layer: Auditability/transparency value | Extracted proposition: Provides traceable claim → evidence → inference → risk → recommendation chain. | What must be proven: Output reproducibility and source-bounded diagnostics. | Status: CONFIRMED as product principle,This content describes the auditability/transparency value layer as a confirmed product principle—specifically the traceable claim→evidence→inference→risk→recommendation chain and output reproducibility—which corresponds,
BP.9.1.4,Value Capture Logic,high,1. Executive Data Snapshot,Business model hypothesis,"Field: Business model hypothesis | Extracted data: Institutional subscription, possibly by school, department, seat, manuscript, claim volume, or journal workflow; individual researcher subscription remains possible but secondary. | Epistemic status: ASSUMPTION","This content describes the hypothesised monetization unit, payment trigger, and buyer identity (institutional vs. individual subscription), which is exactly what BP.9.1.4 Value Capture Logic requires: who pays, the monet",
BP.9.1.4,Value Capture Logic,low,10. Business Model and Pricing,Unit of sale,"Item: Unit of sale | Extracted data: Institution, school, department, researcher seat, manuscript, claim, or journal workflow. | Evidence issue: Unit not decided; major business-model dependency. | Status: MISSING","This content is an administrative status marker flagging that the monetization unit (unit of sale) has not been decided, which is a missing input to the value capture logic node that requires specifying the monetization ",
BP.9.1.4,Value Capture Logic,low,10. Business Model and Pricing,Value unit,Item: Value unit | Extracted data: Claim appears to be unit of validation; institution or manuscript may be unit of purchase. | Evidence issue: Potential misalignment. | Status: CONTRADICTION,"This content is a contradiction flag about the 'value unit' — specifically whether the unit of validation (claim) is misaligned with the unit of purchase (institution or manuscript), which directly concerns how value cap",
